0,0,0,0,1.4951e-06,5.5933e-06,8.1122e-06,0.00043099,1.4951e-06,3.9328e-07,1.2366e-05,2.1658e-05,0.00054245,4.1273e-05,0.00076873,0.00030198,0.027598,3.5364e-05,5.5765e-05,0.00029111,0.0010947
3.2289e-06,5.3556e-06,3.5759e-05,2.6936e-05,8.302e-05,3.7102e-05,3.5917e-05,0.00047676,0.0001131,3.3554e-05,9.2862e-05,0.00020739,0.00010586,6.5216e-05,0.0055339,0.00089381,0.00055851,0.00060593,0.00051866,0.00033482,0.01534
0,3.9248e-06,0,9.3485e-06,3.6138e-06,0.00024302,3.4413e-05,0.0036739,4.7375e-05,0.0003593,1.0683e-05,0.00013804,5.4921e-05,8.6345e-05,0.00054574,0.0035768,0.004151,0.0023377,0.06974,0.00073218,0.00088586
3.1662e-05,9.3732e-06,2.4574e-05,0.00023786,0.00025102,0.00030064,0.00021274,0.00092327,0.00026536,0.00011019,9.4751e-05,0.0011726,0.00023834,7.6952e-05,0.012524,0.004227,0.0036236,0.0014385,0.0044071,0.00080875,0.0019099
3.3475e-05,3.9388e-07,0,8.428e-06,0,3.7796e-06,1.3548e-05,0.00066146,0.00026717,0.00042706,9.6879e-06,0.00016312,0.00026331,4.9858e-05,0.00048353,0.0018243,0.0092369,0.0043595,0.0010207,0.0058268,0.0023204
1.5863e-05,6.016e-05,7.4535e-05,0.00089459,0.0015198,0.0013088,0.011604,0.063235,0.00063956,0.0028066,0.0055822,0.0037829,0.002502,0.00072934,0.0037828,0.0003327,0.0004773,0.0011582,0.002766,0.0017581,0.00051334
0.00015742,0.000408,0.0008516,0.0044696,0.0053324,0.003493,0.01001,0.019922,0.010846,0.0043285,0.020621,0.0033443,0.013322,0.0043516,0.012819,0.01056,0.02155,0.0013495,0.0032131,0.0043906,0.014003
0.0020523,1.8117e-06,2.1266e-06,5.3559e-06,4.3556e-05,0.00019864,0.00037074,0.00014524,1.7564e-05,0,1.8117e-06,8.5065e-06,2.9615e-05,6.9314e-06,7.3093e-05,2.5834e-05,4.6469e-06,1.5595e-05,4.332e-06,9.6879e-06,0.00019549
5.1979e-06,0.0019904,0.00025315,0.028568,0.0012442,0.0002188,0.00017225,0.00032758,0.00023534,3.8043e-05,8.8217e-06,0.00020305,0.0004547,4.7732e-05,0.0018481,0.00032088,0.00014241,7.6714e-05,3.3397e-05,0.00010066,0.0036635
5.6789e-05,0.00041603,0.0011556,0.0036105,0.0024794,0.0020208,0.0027638,0.005417,0.0022934,0.002294,7.8922e-05,0.0025274,0.00050858,0.00030891,0.0015279,0.0011761,0.0010368,0.00051819,0.00075495,0.004797,0.0030805
0.00010129,0.0003594,0.00064744,0.00065507,0.027916,0.018222,0.0022306,0.0031595,0.00056418,0.00040957,1.5673e-05,6.8447e-05,0.0007837,0.00016745,0.0044242,0.00015194,0.00081907,3.7885e-05,0.00057371,0.0022504,0.0013153
0.00035444,0.00071549,9.5463e-05,0.0015408,0.0035465,0.0044276,0.0087848,0.0081552,0.020542,0.0003627,2.8829e-05,0.00094509,0.00042658,0.00042556,0.0061311,0.0021642,0.00089531,0.00031757,0.0015617,0.002622,0.0032837
